id,customer_id,date,status
957,25,2026-02-15,completed
958,439,2026-05-05,pending
959,319,2026-06-24,completed
960,172,2025-11-21,completed
961,271,2025-12-13,processing
962,286,2025-11-04,completed
963,258,2025-12-12,completed
964,419,2025-11-14,INVALID_STATUS
965,314,2025-11-06,pending
966,128,2025-06-17,completed
967,174,2025-11-22,completed
968,221,2026-04-29,cancelled
969,201,2026-05-30,pending
970,76,2026-04-30,cancelled
971,8,2025-07-15,pending
972,147,2025-09-03,cancelled
973,53,2025-11-03,cancelled
974,,2026-03-12,processing
975,68,2025-11-18,processing
976,162,2025-09-02,processing
977,47,2026-04-17,pending
978,427,2025-10-30,completed
979,204,2025-06-09,pending
980,446,2026-02-17,cancelled
981,322,2025-09-01,processing
982,417,2025-09-13,completed
983,24,2026-01-28,processing
984,366,2025-10-19,pending
985,46,2025-12-08,processing
986,495,2026-01-15,pending
987,37,2025-07-30,cancelled
988,184,2026-06-01,cancelled
989,232,2025-12-17,cancelled
990,415,2026-02-07,processing
991,,2025-08-21,pending
992,196,2026-02-03,pending
993,478,2026-07-07,completed
994,,2025-08-10,pending
995,323,2026-06-05,INVALID_STATUS
996,493,2025-11-23,cancelled
997,381,2026-06-22,completed
998,132,2025-11-14,cancelled
999,399,2025-07-03,completed
1000,299,2026-04-28,completed
