id,order_id,product_id,quantity,unit_price
1115,81,94,4,1491.62
1116,876,267,2,647.54
1117,924,251,5,
1118,596,10,5,623.26
1119,523,24,2,1322.13
1120,974,261,3,675.71
1121,409,9999,3,829.88
1122,687,21,5,1122.4
1123,693,279,2,524.16
1124,104,164,4,650.19
1125,120,209,1,1184.79
1126,318,9999,1,318.11
1127,405,230,4,732.44
1128,497,249,5,544.86
1129,994,55,3,1302.81
1130,118,270,4,472.61
1131,495,11,5,1734.17
1132,402,89,3,477.65
1133,516,283,5,390.44
1134,774,87,3,1734.43
1135,179,61,3,1304.43
1136,903,196,3,1736.99
1137,350,161,4,724.11
1138,818,206,1,1212.35
1139,888,18,4,812.03
1140,941,190,4,1265.37
1141,341,136,4,1532.82
1142,37,176,1,1919.09
1143,564,263,3,1497.54
1144,182,125,2,576.92
1145,173,127,5,753.72
1146,897,15,4,1761.81
1147,620,112,5,671.68
1148,873,280,4,427.1
1149,111,29,4,1810.95
1150,419,161,1,982.47
1151,113,208,5,1458.98
1152,493,175,2,1642.1
1153,153,126,0,1585.96
1154,316,190,5,1572.57
1155,878,92,1,812.6
1156,11,213,5,1754.82
1157,824,81,2,456.61
1158,923,135,3,903.11
1159,739,82,5,1098.92
1160,316,261,1,1993.21
1161,259,99,5,201.86
1162,33,98,4,1763.33
1163,977,164,4,238.8
1164,975,284,3,1124.65
1165,714,251,1,5.53
1166,337,278,3,878.07
1167,156,265,4,1076.6
1168,433,101,2,1970.1
1169,359,93,4,193.02
1170,419,131,5,1974.71
1171,611,237,3,634.36
1172,221,295,1,1432.7
1173,337,118,2,1131.66
1174,175,244,1,302.5
1175,830,257,4,1435.48
1176,881,260,3,1383.8
1177,519,23,1,512.43
1178,235,267,0,1302.29
1179,259,132,1,457.96
1180,170,48,0,1214.48
1181,40,284,2,482.54
1182,879,101,5,798.44
1183,590,101,1,1273.05
1184,212,194,5,1161.58
1185,364,173,4,1901.11
1186,858,288,2,899.83
1187,510,197,5,289.0
1188,356,30,1,497.87
1189,17,196,4,363.3
1190,78,102,3,1864.0
1191,631,206,3,1322.09
1192,46,1,3,720.16
1193,451,115,2,1323.49
1194,894,81,0,719.75
1195,215,57,1,980.83
1196,180,104,1,575.5
1197,690,237,4,1180.23
1198,99,294,5,
1199,906,234,2,1506.28
1200,718,50,2,648.76
1201,214,267,4,1735.92
1202,55,144,2,1920.37
1203,360,250,1,1057.37
1204,613,125,2,1002.72
1205,599,172,4,1980.53
1206,381,245,3,1638.86
1207,173,207,4,1475.55
1208,362,107,4,164.33
1209,735,244,2,1737.11
1210,50,233,1,899.29
1211,633,295,1,18.68
1212,970,50,4,1903.01
1213,636,291,4,718.75
1214,664,255,4,1299.04
1215,661,18,4,858.07
1216,888,265,3,1209.14
1217,287,245,1,1873.52
1218,804,157,1,1880.67
1219,310,37,3,1788.21
1220,24,171,4,204.98
1221,621,258,3,329.73
1222,108,271,2,518.21
1223,643,279,4,706.62
1224,39,84,2,636.04
1225,411,284,2,375.84
1226,873,81,1,937.9
1227,325,9999,3,609.29
1228,502,226,3,1381.29
1229,601,118,1,286.1
1230,208,157,5,1742.62
1231,727,298,3,123.05
1232,394,176,1,520.87
1233,982,9999,5,1120.63
1234,648,131,1,1611.21
1235,758,9999,1,1495.1
1236,139,130,3,215.93
1237,847,284,4,470.33
1238,140,204,4,1137.51
1239,963,218,3,951.74
1240,632,115,3,713.64
1241,324,111,2,690.72
1242,238,268,3,973.96
1243,558,283,3,436.18
1244,393,34,1,993.91
1245,394,202,3,596.23
1246,712,123,4,735.82
1247,50,146,2,1760.54
1248,465,175,4,1565.48
1249,805,257,4,541.15
1250,112,197,4,954.91
1251,282,150,4,1335.31
1252,636,219,4,296.85
1253,641,87,0,833.08
1254,716,290,1,1750.33
1255,124,162,4,92.61
1256,568,287,1,558.31
1257,865,112,1,232.06
1258,973,111,5,929.77
1259,676,112,5,260.14
1260,809,97,5,1856.62
1261,764,274,0,1185.17
1262,91,130,3,239.64
1263,713,126,5,1989.55
1264,119,5,5,859.21
1265,611,62,4,1011.04
1266,258,93,3,1165.93
1267,851,64,4,1831.47
1268,837,20,1,129.03
1269,628,12,5,1996.14
1270,873,154,0,463.12
1271,136,50,5,
1272,773,215,1,813.02
1273,772,190,5,1343.02
1274,893,74,4,1533.18
1275,537,248,0,1364.97
1276,575,197,0,1406.83
1277,27,238,5,
1278,601,49,5,1628.59
1279,98,260,4,979.81
1280,53,239,5,1632.29
1281,833,27,2,917.73
1282,526,179,2,917.29
1283,781,88,5,286.86
1284,759,10,4,1070.37
1285,781,149,1,787.2
1286,225,228,1,1247.99
1287,843,69,2,823.19
1288,870,142,2,910.52
1289,120,160,2,1963.27
1290,550,291,2,1346.81
1291,635,73,4,
1292,648,300,3,156.44
1293,723,256,1,1628.55
1294,154,101,1,765.16
1295,351,39,1,564.36
1296,474,36,3,334.74
1297,392,299,5,398.42
1298,687,186,2,1706.55
1299,355,1,1,488.53
1300,339,44,4,972.18
1301,697,73,0,1981.54
1302,850,102,2,78.12
1303,876,242,5,399.63
1304,469,51,1,1522.61
1305,61,269,3,196.89
1306,402,67,5,1093.8
1307,221,221,5,1352.7
1308,115,128,5,382.62
1309,521,116,1,785.59
1310,959,178,2,1991.95
1311,523,252,1,
1312,43,7,5,1059.77
1313,737,55,5,1822.9
1314,84,88,4,553.96
1315,511,90,5,876.47
1316,569,115,4,1622.82
1317,317,184,5,1460.08
1318,686,42,1,1690.43
1319,63,213,0,1621.85
1320,306,256,5,1546.11
1321,1000,228,1,160.36
1322,564,147,3,466.57
1323,372,203,1,185.27
1324,852,56,2,1667.5
1325,272,96,3,753.77
1326,849,100,4,90.57
1327,134,270,1,1020.06
1328,210,11,5,222.25
1329,312,66,2,79.07
1330,24,9,3,682.01
1331,305,78,3,401.42
1332,385,31,5,95.32
1333,602,190,5,255.65
1334,850,139,4,902.49
1335,835,280,5,1447.3
1336,762,89,5,68.19
1337,41,163,3,312.14
1338,945,74,3,259.65
1339,384,297,2,966.94
1340,93,176,5,720.58
1341,246,287,4,413.13
1342,465,161,1,774.87
1343,933,95,4,1823.84
1344,187,171,4,217.53
1345,152,91,1,1291.99
1346,50,70,4,962.43
1347,449,145,1,141.72
1348,397,209,2,1327.48
1349,81,39,2,1493.24
1350,197,16,1,1119.58
1351,691,265,3,1078.16
1352,795,195,5,22.87
1353,789,268,5,12.27
1354,728,225,3,1526.4
1355,104,114,1,1488.89
1356,557,205,5,29.13
1357,395,112,4,70.78
1358,118,162,5,1811.31
1359,225,198,1,963.08
1360,671,218,5,650.07
1361,310,112,5,343.37
1362,139,218,4,633.75
1363,383,130,2,1642.81
1364,979,9999,3,1068.34
1365,507,37,5,1597.49
1366,232,139,1,1387.2
1367,707,160,3,1677.96
1368,472,171,1,331.95
1369,866,215,2,1691.47
1370,73,63,2,1461.64
1371,827,50,3,
1372,40,130,1,858.19
1373,4,246,5,870.18
1374,880,102,1,116.88
1375,61,73,3,584.79
1376,241,68,1,1860.36
1377,472,260,3,1993.68
1378,531,31,5,1406.95
1379,365,246,1,166.67
1380,18,6,-1,181.77
1381,721,172,2,1720.66
1382,114,250,2,49.21
1383,16,68,1,1307.47
1384,433,79,5,1075.87
1385,500,251,4,
1386,189,111,3,203.53
1387,683,161,3,818.24
1388,617,33,3,1225.26
1389,877,140,5,457.62
1390,534,99,3,1949.76
1391,193,167,5,153.01
1392,140,150,4,703.58
1393,861,222,4,653.04
1394,538,13,4,1523.66
1395,910,71,1,110.68
1396,136,44,1,585.0
1397,553,300,4,443.9
1398,852,137,4,1408.81
1399,287,155,1,755.29
1400,712,169,3,510.71
1401,406,265,4,1110.25
1402,97,105,1,465.69
1403,603,74,5,1226.7
1404,751,253,5,859.57
1405,547,201,2,751.48
1406,485,180,1,535.58
1407,868,27,4,1221.89
1408,487,17,1,12.61
1409,558,84,1,1950.82
1410,219,39,3,1896.58
1411,529,10,1,1785.56
1412,735,298,1,1207.6
1413,883,34,3,1080.49
1414,137,112,4,713.57
1415,487,8,4,1424.16
1416,486,210,2,634.97
1417,546,211,2,415.97
1418,233,145,0,1647.56
1419,469,8,0,629.47
1420,258,58,3,1654.88
1421,398,260,4,1226.05
1422,518,168,1,1765.91
1423,4,199,5,59.0
1424,463,102,4,1102.84
1425,799,193,4,768.68
1426,325,52,1,602.61
1427,71,270,1,1705.68
1428,809,236,4,777.7
1429,403,292,2,336.79
1430,865,144,2,1270.94
1431,334,223,2,1247.38
1432,717,132,1,1420.44
1433,835,175,2,183.83
1434,305,125,2,624.09
1435,452,69,1,
1436,347,25,1,678.73
1437,68,26,2,59.16
1438,627,97,1,220.47
1439,722,171,3,103.28
1440,620,11,3,457.84
1441,988,160,1,1147.51
1442,905,104,3,1102.97
1443,825,118,2,
1444,620,13,5,1522.34
1445,253,278,2,158.9
1446,971,245,1,797.74
1447,165,125,2,1267.55
1448,772,62,3,1750.65
1449,359,36,1,707.61
1450,568,46,0,1137.24
1451,996,289,0,1830.06
1452,946,133,4,1608.85
1453,408,130,1,1861.15
1454,906,16,1,923.03
1455,89,107,2,368.17
1456,236,239,5,142.84
1457,561,67,1,1674.37
1458,585,156,2,828.37
1459,186,185,5,922.44
1460,933,103,1,1845.4
1461,305,166,5,321.9
1462,328,129,5,949.24
1463,921,59,1,1169.9
1464,479,200,4,524.5
1465,800,33,2,525.47
1466,565,258,5,1967.93
1467,660,204,1,1357.58
1468,100,244,2,1790.89
1469,652,235,1,853.35
1470,823,186,0,678.5
1471,422,259,3,1021.83
1472,895,260,5,668.22
1473,106,281,1,71.61
1474,309,145,5,1347.33
1475,415,89,5,1771.87
1476,896,13,2,324.71
1477,984,231,2,744.09
1478,118,161,2,203.11
1479,213,116,4,1686.09
1480,154,170,1,1815.82
1481,384,181,5,1230.14
1482,439,60,1,1877.97
1483,211,277,3,1020.51
1484,763,160,5,1758.81
1485,22,193,2,372.26
1486,275,250,1,176.31
1487,303,276,2,1447.28
1488,54,70,3,1267.37
1489,228,108,0,1671.32
1490,537,106,2,1055.35
1491,364,171,5,1388.22
1492,43,286,1,1392.31
1493,9,170,2,762.07
1494,74,224,1,1938.04
1495,131,115,5,1519.77
1496,949,285,5,165.31
1497,354,78,1,330.28
1498,767,4,1,576.03
1499,741,46,5,245.71
1500,274,252,3,826.98
1501,471,140,3,964.89
1502,135,6,5,127.2
1503,768,4,5,228.98
1504,347,263,2,1530.98
1505,32,217,4,1492.09
1506,62,175,2,1907.69
1507,286,241,3,913.37
1508,687,282,5,189.25
1509,220,111,5,1790.44
1510,25,223,5,
1511,268,108,2,63.45
1512,780,77,1,1493.93
1513,804,207,4,1877.43
1514,982,168,5,1052.71
1515,649,184,2,191.03
1516,395,38,4,1529.25
1517,91,77,2,1860.86
1518,654,139,3,1552.93
1519,395,251,5,1656.79
1520,288,113,1,430.08
1521,625,20,2,941.8
1522,246,245,1,801.4
1523,958,71,3,1273.76
1524,77,272,5,1889.56
1525,783,243,3,1687.13
1526,553,56,1,1834.4
1527,921,73,1,1224.51
1528,46,45,5,310.68
1529,586,171,5,1464.28
1530,838,9999,2,1533.08
1531,762,94,3,777.62
1532,179,161,3,1476.02
1533,912,112,1,660.35
1534,308,225,5,1784.41
1535,331,114,3,1028.5
1536,402,230,2,87.17
1537,132,76,1,1136.9
1538,82,38,5,1923.19
1539,351,32,1,803.28
1540,693,72,1,543.14
1541,798,169,2,495.05
1542,772,144,5,518.43
1543,496,271,5,1980.18
1544,611,114,2,1653.57
1545,978,89,4,66.35
1546,777,176,2,1610.49
1547,225,296,2,763.9
1548,660,291,1,1350.62
1549,675,166,5,1235.8
1550,541,53,3,1309.71
1551,845,59,4,635.43
1552,612,131,3,1996.38
1553,337,284,1,1124.07
1554,894,7,2,355.68
1555,411,150,1,602.26
1556,402,3,2,545.78
1557,488,254,0,167.16
1558,382,142,1,1457.42
1559,9,155,1,227.64
1560,671,175,2,165.44
1561,817,189,1,1200.09
1562,84,110,3,1978.42
1563,614,85,2,24.77
1564,8,72,5,238.93
1565,259,193,0,1923.09
1566,731,267,0,1181.58
1567,692,87,0,1001.19
1568,541,178,2,1359.48
1569,278,71,2,1174.14
1570,126,263,1,52.45
1571,604,9999,1,1877.07
1572,344,145,3,1512.8
1573,295,159,5,1277.5
1574,496,209,5,359.28
1575,449,32,5,1781.98
1576,18,25,3,503.79
1577,878,109,1,1915.19
1578,146,184,4,1879.44
1579,919,160,1,1105.45
1580,207,218,3,1617.58
1581,430,9999,5,607.52
1582,691,205,5,1808.82
1583,264,96,3,1763.55
1584,478,144,1,752.65
1585,129,95,1,451.25
1586,214,72,2,1732.04
1587,115,257,2,754.95
1588,144,182,1,294.7
1589,472,228,4,865.49
1590,801,232,3,631.86
1591,452,129,5,1977.21
1592,188,130,4,1657.91
1593,56,89,3,1463.21
1594,237,226,1,892.66
1595,412,271,5,859.81
1596,405,295,4,1220.12
1597,220,11,4,
1598,71,95,3,1917.21
1599,40,205,2,60.1
1600,31,68,1,9.4
1601,749,3,5,1531.52
1602,755,132,4,228.68
1603,57,255,4,1775.55
1604,601,249,5,740.79
1605,248,219,5,1658.84
1606,109,273,1,1410.73
1607,337,277,5,
1608,43,143,0,485.44
1609,33,149,5,248.64
1610,8,89,1,1372.74
1611,616,103,4,774.41
1612,40,98,4,1002.78
1613,307,253,5,193.03
1614,969,21,4,1630.65
1615,59,278,3,1583.14
1616,191,123,5,1603.37
1617,725,257,1,1453.18
1618,894,55,2,1827.41
1619,676,82,1,187.14
1620,405,153,2,478.57
1621,95,37,2,1930.64
1622,97,254,5,1481.97
1623,104,109,2,499.97
1624,385,131,0,1333.65
1625,801,295,5,1913.32
1626,79,109,1,1089.79
1627,758,231,5,1946.6
1628,680,135,1,1349.31
1629,617,222,4,
1630,123,169,5,334.07
1631,677,106,5,489.17
1632,966,77,5,
1633,445,103,4,183.75
1634,532,259,5,939.68
1635,736,66,3,
1636,256,59,1,1176.99
1637,407,142,4,587.05
1638,992,111,3,
1639,131,104,5,1017.9
1640,703,75,4,126.59
1641,395,90,3,574.99
1642,721,210,2,1520.31
1643,746,48,0,1878.41
1644,477,138,5,41.4
1645,256,166,5,1221.38
1646,916,75,1,1300.6
1647,982,33,2,1102.68
1648,433,181,2,1431.9
1649,739,140,2,855.2
1650,537,260,4,966.75
1651,895,259,4,1759.14
1652,48,104,4,599.53
1653,997,236,4,1494.45
1654,575,15,3,1201.2
1655,887,221,5,1654.83
1656,411,146,5,475.93
1657,187,281,4,355.7
1658,936,9,3,1202.16
1659,558,181,3,1249.33
1660,497,223,3,306.27
1661,75,204,4,1658.3
1662,131,199,2,1884.69
1663,797,9,5,499.9
1664,75,106,4,380.99
1665,328,16,4,1996.81
1666,955,61,2,799.16
1667,957,23,3,769.44
1668,726,232,3,697.28
1669,319,57,1,1096.21
1670,276,239,3,1259.84
1671,951,277,1,
1672,339,171,1,435.08
1673,703,194,4,1842.04
1674,727,260,1,922.94
1675,792,281,4,197.74
1676,244,12,2,1707.5
1677,104,218,0,1446.15
1678,89,53,4,1037.5
1679,207,36,1,376.15
1680,621,236,5,572.25
1681,216,43,4,592.0
1682,265,262,2,1054.64
1683,194,285,3,1642.93
1684,298,96,3,1060.99
1685,111,291,2,422.47
1686,657,284,-1,564.44
1687,680,101,3,269.38
1688,116,106,5,568.93
1689,288,153,4,1936.21
1690,300,232,2,1459.58
1691,578,58,4,1799.9
1692,820,7,5,652.57
1693,78,75,2,148.92
1694,615,151,3,1306.17
1695,414,80,1,1225.43
1696,610,50,-1,1661.91
1697,954,108,3,1778.64
1698,332,71,0,1003.59
1699,937,205,5,925.19
1700,843,222,3,1263.46
1701,779,210,5,
1702,213,163,0,508.17
1703,922,1,2,1155.42
1704,251,169,0,264.49
1705,850,159,5,462.67
1706,331,93,1,856.57
1707,703,119,4,1023.97
1708,198,41,5,1477.03
1709,474,6,5,174.84
1710,698,224,1,856.12
1711,395,78,2,584.29
1712,867,176,-1,1030.66
1713,125,42,2,725.37
1714,725,284,1,1505.22
1715,636,272,5,34.4
1716,845,56,5,603.21
1717,342,138,3,951.39
1718,970,263,1,1607.11
1719,139,228,4,125.86
1720,834,182,1,1203.94
1721,135,238,5,1731.27
1722,446,146,5,1514.15
1723,289,189,4,952.58
1724,396,96,1,778.14
1725,472,247,5,1012.04
1726,878,276,3,714.19
1727,970,221,1,617.97
1728,886,97,3,1574.9
1729,425,198,1,29.04
1730,851,97,1,1808.0
1731,477,196,4,85.45
1732,701,247,4,
1733,997,79,5,1335.16
1734,105,251,4,1105.11
1735,233,14,1,1477.61
1736,565,16,4,1866.42
1737,418,50,4,1649.59
1738,433,21,5,935.08
1739,825,83,5,808.91
1740,727,297,1,731.11
1741,956,20,1,1689.54
1742,120,39,2,1365.98
1743,415,144,3,407.2
1744,75,299,1,502.55
1745,844,246,3,621.9
1746,402,40,0,1618.87
1747,892,51,4,1971.33
1748,541,191,3,1341.53
1749,840,4,4,458.28
1750,832,143,5,1574.85
1751,87,257,4,323.44
1752,614,272,3,1162.16
1753,181,122,1,1688.44
1754,911,265,5,922.1
1755,544,9999,4,5.71
1756,63,25,1,1686.74
1757,100,142,4,592.36
1758,300,200,4,1842.58
1759,182,191,3,1419.01
1760,921,251,3,1444.0
1761,140,154,4,624.13
1762,394,246,3,1441.14
1763,765,146,-1,331.86
1764,913,112,0,788.57
1765,343,136,5,1814.63
1766,256,117,0,744.38
1767,504,112,5,84.05
1768,441,253,4,1020.0
1769,412,8,3,985.91
1770,563,75,1,995.77
1771,330,228,2,1917.23
1772,863,163,4,29.02
1773,661,148,1,1758.73
1774,810,184,1,
1775,121,297,2,293.92
1776,334,295,4,1262.28
1777,795,248,5,638.14
1778,229,132,4,1401.55
1779,513,223,5,244.52
1780,179,233,1,351.75
1781,837,150,1,761.72
1782,952,12,5,694.32
1783,715,201,5,1990.49
1784,550,9,2,734.54
1785,395,179,5,1219.51
1786,417,39,3,1939.62
1787,106,30,3,215.55
1788,754,56,3,1114.71
1789,596,156,5,1836.7
1790,708,190,4,1111.27
1791,878,46,1,1973.85
1792,524,66,4,858.67
1793,97,214,-1,434.82
1794,719,200,4,1833.8
1795,327,105,2,31.54
1796,362,52,3,764.69
1797,98,74,3,201.77
1798,851,44,5,
1799,280,15,3,1602.31
1800,893,22,4,957.4
1801,735,261,4,1565.8
1802,298,299,-1,388.79
1803,537,151,1,116.78
1804,189,292,5,1396.2
1805,853,112,2,1818.08
1806,492,7,2,1352.68
1807,806,47,1,550.1
1808,708,193,2,117.32
1809,894,21,1,1841.77
1810,401,197,1,1188.92
1811,40,300,1,1903.57
1812,132,208,2,1532.11
1813,583,143,1,836.11
1814,245,262,3,
1815,562,162,5,1260.15
1816,468,52,3,1162.23
1817,993,19,2,71.48
1818,744,163,3,1684.77
1819,398,41,1,1442.79
1820,784,242,1,1862.29
1821,935,111,4,859.3
1822,476,175,1,1670.63
1823,95,164,1,576.42
1824,518,189,-1,1409.73
1825,935,64,5,1383.13
1826,974,232,0,1028.91
1827,11,71,3,408.04
1828,244,285,0,1571.44
1829,507,147,4,1711.01
1830,172,104,3,
1831,263,271,2,791.37
1832,179,244,4,1625.62
1833,985,246,1,1159.35
1834,585,47,5,411.39
1835,538,198,0,1620.01
1836,163,122,5,1282.25
1837,94,4,1,64.04
1838,678,36,5,314.47
1839,615,268,2,343.07
1840,571,286,3,784.73
1841,580,150,5,1556.18
1842,438,91,5,855.34
1843,760,125,5,1928.59
1844,789,36,2,727.77
1845,767,93,3,907.43
1846,892,145,5,1007.25
1847,28,53,5,706.08
1848,78,49,3,1061.87
1849,971,258,4,1633.87
1850,871,162,2,681.86
1851,862,57,3,534.65
1852,470,144,2,1801.22
1853,555,46,2,84.51
1854,562,168,1,703.32
1855,234,260,4,1633.56
1856,318,239,5,1304.15
1857,638,35,2,804.18
1858,49,143,2,
1859,965,137,3,860.23
1860,222,68,4,520.44
1861,962,87,1,1267.49
1862,815,8,1,905.08
1863,213,100,4,
1864,368,142,0,131.26
1865,341,45,1,1793.46
1866,323,257,5,333.61
1867,319,49,3,1114.31
1868,685,87,1,1130.83
1869,117,59,4,130.95
1870,371,137,1,35.91
1871,518,30,4,260.44
1872,502,78,3,1672.69
1873,528,142,1,171.35
1874,227,299,4,1249.22
1875,124,40,1,638.04
1876,608,41,1,249.89
1877,686,193,4,860.48
1878,758,8,2,1296.2
1879,335,187,5,887.88
1880,296,289,5,1581.56
1881,679,63,2,638.3
1882,617,23,5,1418.55
1883,822,183,5,1692.22
1884,482,13,5,1161.97
1885,710,226,4,280.34
1886,480,164,1,1159.69
1887,861,9999,2,1283.75
1888,128,212,4,1515.0
1889,591,117,4,638.58
1890,95,183,3,211.86
1891,383,19,3,339.2
1892,248,241,4,1815.01
1893,115,200,1,755.43
1894,421,114,0,1929.3
1895,7,190,2,1838.25
1896,529,283,3,411.98
1897,273,174,1,1166.45
1898,498,81,3,650.74
1899,51,281,5,219.15
1900,113,76,-1,156.41
1901,528,114,3,419.48
1902,883,137,1,1481.16
1903,938,299,3,757.14
1904,352,60,4,159.61
1905,868,67,4,999.25
1906,794,278,3,1746.46
1907,816,233,5,1900.03
1908,463,126,1,510.0
1909,408,206,3,435.86
1910,965,12,3,1932.54
1911,904,11,0,1575.48
1912,547,151,1,1903.35
1913,693,258,5,928.17
1914,268,35,1,1000.57
1915,381,297,5,428.02
1916,401,21,2,1231.81
1917,898,122,4,255.56
1918,606,186,3,1457.8
1919,365,194,1,153.22
1920,137,280,5,1042.09
1921,994,273,1,
1922,310,156,0,429.33
1923,25,237,1,1439.59
1924,912,175,4,1117.28
1925,322,32,4,1949.76
1926,585,154,3,1649.19
1927,953,20,1,1028.73
1928,76,17,-1,952.62
1929,628,187,5,1212.52
1930,273,294,3,112.93
1931,326,217,4,194.53
1932,32,141,4,1209.55
1933,581,267,-1,137.08
1934,651,184,3,220.69
1935,743,225,4,280.23
1936,718,253,5,1786.95
1937,89,237,4,1865.98
1938,235,184,5,1905.52
1939,762,228,3,268.52
1940,495,105,-1,1607.33
1941,226,51,2,448.57
1942,98,65,1,142.02
1943,238,294,5,1248.77
1944,945,235,3,
1945,776,225,5,1875.31
1946,957,195,3,424.75
1947,77,9999,3,988.35
1948,623,173,1,1006.88
1949,111,148,3,1386.41
1950,431,124,5,1038.36
1951,534,12,5,1815.39
1952,742,14,3,705.94
1953,82,17,5,77.37
1954,485,169,5,590.6
1955,60,52,4,487.37
1956,471,8,1,1595.93
1957,837,52,1,885.31
1958,940,222,0,691.56
1959,87,170,3,1350.11
1960,336,189,3,346.02
1961,561,26,4,470.5
1962,521,96,4,524.6
1963,775,209,4,
1964,334,257,4,331.73
1965,1,208,5,1865.15
1966,617,128,0,124.39
1967,747,242,4,758.95
1968,15,188,2,1570.4
1969,686,132,1,492.91
1970,192,210,4,1305.52
1971,217,127,5,524.66
1972,137,270,5,1045.22
1973,787,300,3,1405.06
1974,607,87,5,1856.49
1975,208,261,4,150.04
1976,898,73,-1,1150.81
1977,304,1,5,1875.65
1978,188,292,4,1969.73
1979,758,220,4,967.19
1980,873,15,-1,942.31
1981,43,58,2,1138.15
1982,988,177,5,224.65
1983,402,164,2,829.69
1984,149,284,2,1862.79
1985,658,80,4,512.89
1986,908,299,3,610.6
1987,723,41,4,255.08
1988,14,194,3,80.66
1989,759,9999,5,1864.26
1990,822,215,2,1921.27
1991,288,35,5,732.95
1992,815,127,-1,1370.98
1993,12,192,2,966.87
1994,443,225,1,1732.8
1995,864,115,1,1907.15
1996,240,71,2,36.54
1997,63,259,1,54.93
1998,208,86,2,1151.98
1999,635,226,3,1056.89
2000,209,37,3,959.29
2001,426,61,5,179.43
2002,201,136,2,1788.11
2003,180,77,4,1309.83
2004,359,6,5,231.76
2005,955,139,2,604.02
2006,59,157,2,1694.19
2007,958,89,3,36.44
2008,522,299,5,700.09
2009,577,260,4,1308.05
2010,288,230,1,1190.03
2011,182,95,5,948.25
2012,477,1,1,922.31
2013,21,203,2,171.51
2014,14,59,0,1905.16
2015,928,262,4,1212.75
2016,100,208,5,687.69
2017,699,91,3,1409.14
2018,834,58,3,627.68
2019,312,126,1,84.06
2020,257,85,4,772.06
2021,193,94,3,1917.91
2022,660,213,3,
2023,354,219,3,132.59
2024,435,73,1,1292.2
2025,667,223,1,1733.09
2026,375,204,2,481.52
2027,528,298,4,944.6
2028,76,145,2,1888.9
2029,533,241,2,1101.97
2030,153,80,5,872.41
2031,135,201,1,492.46
2032,40,263,5,1653.79
2033,709,296,4,1648.01
2034,123,257,3,1324.48
2035,271,202,2,748.75
2036,61,96,2,1069.63
2037,688,38,3,1784.55
2038,686,213,4,1701.37
2039,870,199,1,615.97
2040,971,226,3,484.33
2041,141,196,5,62.62
2042,407,51,2,1886.42
2043,862,112,3,1294.99
2044,40,238,5,1045.51
2045,495,251,2,209.38
2046,39,26,5,698.32
2047,454,113,3,994.63
2048,676,82,1,1149.93
2049,940,235,1,447.66
2050,21,82,4,699.21
2051,156,202,1,86.77
2052,903,74,1,815.0
2053,620,262,4,770.17
2054,686,197,-1,220.62
2055,503,254,5,1981.07
2056,945,227,4,1991.11
2057,930,146,5,640.27
2058,580,127,5,759.71
2059,103,19,3,512.5
2060,821,190,2,1219.7
2061,353,165,5,147.83
2062,384,213,-1,1047.77
2063,401,71,1,648.98
2064,942,9999,3,1892.07
2065,922,175,1,1316.73
2066,198,234,3,148.09
2067,675,220,0,1813.23
2068,447,151,3,114.66
2069,861,183,1,
2070,976,255,3,1697.27
2071,703,233,3,122.56
2072,585,1,4,502.18
2073,682,83,3,1257.44
2074,816,34,2,1992.02
2075,325,149,1,1540.52
2076,621,124,1,517.81
2077,526,271,3,630.1
2078,420,1,4,1939.87
2079,917,250,5,1550.56
2080,525,94,-1,671.79
2081,221,114,4,1371.03
2082,243,240,3,389.53
2083,412,138,2,1313.02
2084,869,155,1,20.84
2085,109,261,2,876.98
2086,624,36,3,1026.55
2087,918,161,1,448.55
2088,990,51,1,72.97
2089,660,208,5,654.16
2090,315,56,5,984.3
2091,978,258,5,93.85
2092,511,265,3,1783.23
2093,663,187,2,934.45
2094,663,161,2,648.68
2095,263,295,5,1083.81
2096,755,57,1,990.73
2097,786,37,3,1883.31
2098,685,189,3,112.35
2099,880,116,1,13.2
2100,98,299,5,
2101,649,166,4,526.26
2102,397,2,2,1538.7
2103,527,197,1,1861.62
2104,644,125,2,1901.51
2105,21,210,2,315.36
2106,267,283,1,1572.15
2107,699,168,1,595.76
2108,959,295,0,477.11
2109,704,59,3,1862.53
2110,310,294,2,304.49
2111,161,163,4,883.82
2112,394,140,1,87.93
2113,649,244,3,1155.77
2114,988,97,5,694.28
2115,65,98,3,1390.55
2116,31,228,3,1502.09
2117,481,133,0,1568.21
2118,843,294,1,836.51
2119,210,156,1,1701.25
2120,90,286,4,993.56
2121,134,21,3,509.07
2122,974,32,5,415.99
2123,99,193,2,56.24
2124,761,248,5,1729.03
2125,219,82,5,1326.17
2126,354,159,4,532.97
2127,172,76,5,325.14
2128,832,114,3,657.74
2129,194,166,4,1491.44
2130,269,32,2,136.12
2131,803,176,2,1679.91
2132,171,176,1,253.13
2133,871,293,4,1049.18
2134,3,106,0,91.68
2135,129,196,2,1676.39
2136,470,242,1,5.51
2137,212,43,3,974.8
2138,148,119,5,275.94
2139,273,251,5,
2140,663,103,4,125.72
2141,610,2,4,368.69
2142,338,57,4,52.01
2143,760,292,2,994.79
2144,632,81,1,758.21
2145,86,255,1,1447.21
2146,22,238,-1,944.91
2147,387,275,2,
2148,447,66,5,1298.32
2149,269,283,5,
2150,28,282,4,805.75
2151,885,266,4,1926.84
2152,430,95,1,398.87
2153,816,170,3,464.96
2154,200,81,0,1356.67
2155,184,14,2,703.73
2156,643,295,5,1478.78
2157,53,244,3,1351.09
